ticker,profit,avg_return,start_price
MMM,107.82006799999999,0.08021463982359092,179.179993
ABT,104.29000599999995,0.11434068291430376,44.360001000000004
ABBV,170.76001099999996,0.18002145727355778,66.769997
ABMD,286.58994499999994,0.10952249298611964,121.519997
ACN,368.5999119999999,0.14550853078067852,112.349998
ATVI,60.889985000000024,0.06991759659071325,40.02
ADBE,784.1700219999997,0.20985719728206698,100.66999799999999
AMD,76.740005,0.18919044888049144,7.04
AAP,3.8100370000000794,0.0023085296221778597,157.429993
AES,10.049995999999997,0.05681990032412557,12.5
AFL,63.17002499999999,0.11868420119333362,36.130001
A,115.35999900000003,0.13290334333021084,46.720001
APD,290.49003500000026,0.09346227100257294,143.358002
AKAM,129.639994,0.11554657973553764,52.349998
ALK,-112.54997799999991,-0.12367640883995401,67.699997
ALB,172.23995999999997,0.11193758450211118,81.279999
ARE,360.7200610000002,0.202340018726589,110.199997
ALXN,224.68000799999996,0.14518242698594663,132.429993
ALGN,325.74984899999936,0.06869044343952574,94.709999
ALLE,115.20004199999997,0.08233355833726572,71.889999
ADS,-78.48001299999999,-0.16286990258997397,202.309998
LNT,52.03997700000002,0.08260936651448218,39.509997999999996
ALL,188.17001000000005,0.19642205681051392,69.440002
GOOGL,1711.4595320000008,0.1153609934558143,802.75
GOOG,1322.8001070000014,0.12197031290532272,777.5
MO,-7.580054000000047,-0.0033260227993137056,66.309998
AMZN,3016.480101999999,0.162448297600769,764.460022
AMCR,6.4999999999999805,0.05665770336256279,11.71
AEE,75.75000500000006,0.09390582305129644,51.349998
AAL,29.040000999999975,0.07969443075493775,36.669998
AEP,103.90996500000013,0.10044651564347652,67.400002
AXP,155.95000499999995,0.13205620441086255,65.629997
AIG,-24.180017999999983,-0.044553339054084554,58.98
AMT,357.86998300000016,0.13921055472224514,114.349998
AWK,144.78000500000007,0.11294353318535301,77.400002
AMP,177.2500160000003,0.09364332308185933,97.16999799999999
ABC,157.95001399999998,0.13947098894542,88.970001
AME,135.679981,0.1436793037177946,48.93
AMGN,275.6100600000001,0.10726627702284033,174.75
APH,82.49001200000005,0.12084204792953089,30.254998999999998
